UsageID,Date,Year,Quarter,Month,MonthName,EmployeeID,EmployeeName,DepartmentID,DepartmentName,Position,HireDate,HourlyRate,ToolID,ToolName,Vendor,MonthlyLicenseCost,TasksBeforeAI,TasksAfterAI,HoursBeforeAI,HoursAfterAI,ProcessesAutomated,MonthlyToolCost,TasksIncrease,HoursSaved,ProductivityLiftPct,EstimatedValue,EstimatedROI
123,2025-06-26,2025,2,6,June,4,Diana Prince,5,Finance,HR Manager,2018-11-05,55,2,Microsoft Copilot,Microsoft,150,94,119,138.06,110.56,10,150,25,27.5,0.2659574468085106,1512.5,9.083333333333334
124,2025-09-09,2025,3,9,September,2,Bob Smith,3,IT,Marketing Specialist,2019-06-01,45,2,Microsoft Copilot,Microsoft,150,69,137,132.77,111.22,5,150,68,21.55000000000001,0.9855072463768116,969.7500000000005,5.465000000000003
125,2025-07-18,2025,3,7,July,2,Bob Smith,3,IT,Marketing Specialist,2019-06-01,45,3,Gemini,Google,120,50,131,191.25,102.35,8,120,81,88.9,1.62,4000.5,32.33750000000001
126,2025-07-15,2025,3,7,July,3,Charlie Brown,4,HR,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,74,123,137.46,126.97,8,100,49,10.49000000000001,0.6621621621621622,419.6000000000004,3.196000000000004
127,2025-05-05,2025,2,5,May,4,Diana Prince,2,Marketing,HR Manager,2018-11-05,55,3,Gemini,Google,120,89,109,113.07,76.2,5,120,20,36.86999999999999,0.2247191011235955,2027.849999999999,15.89875
128,2025-03-22,2025,1,3,March,5,Eve Adams,5,Finance,Financial Analyst,2022-07-10,60,2,Microsoft Copilot,Microsoft,150,92,102,137.0,102.13,8,150,10,34.87,0.108695652173913,2092.2,12.948
129,2025-12-18,2025,4,12,December,1,Alice Johnson,3,IT,Sales Manager,2020-03-15,50,3,Gemini,Google,120,70,113,198.58,54.45,2,120,43,144.13,0.6142857142857143,7206.5,59.05416666666667
130,2025-03-27,2025,1,3,March,5,Eve Adams,4,HR,Financial Analyst,2022-07-10,60,3,Gemini,Google,120,87,123,128.36,78.86,1,120,36,49.50000000000001,0.4137931034482759,2970.000000000001,23.75000000000001
131,2025-06-12,2025,2,6,June,4,Diana Prince,1,Sales,HR Manager,2018-11-05,55,2,Microsoft Copilot,Microsoft,150,55,128,193.74,81.55,10,150,73,112.19,1.327272727272727,6170.450000000001,40.13633333333334
132,2025-06-13,2025,2,6,June,4,Diana Prince,2,Marketing,HR Manager,2018-11-05,55,1,ChatGPT,OpenAI,100,64,100,137.98,148.03,5,100,36,-10.05000000000001,0.5625,-552.7500000000007,-6.527500000000007
133,2025-06-02,2025,2,6,June,2,Bob Smith,3,IT,Marketing Specialist,2019-06-01,45,4,Claude,Anthropic,130,70,131,151.15,123.9,10,130,61,27.25,0.8714285714285714,1226.25,8.432692307692308
134,2025-10-20,2025,4,10,October,5,Eve Adams,5,Finance,Financial Analyst,2022-07-10,60,4,Claude,Anthropic,130,90,116,109.7,55.26,6,130,26,54.44,0.2888888888888889,3266.4,24.12615384615385
135,2025-09-10,2025,3,9,September,3,Charlie Brown,3,IT,IT Support,2021-01-20,40,3,Gemini,Google,120,53,134,189.66,137.58,2,120,81,52.07999999999998,1.528301886792453,2083.199999999999,16.36
136,2025-01-18,2025,1,1,January,1,Alice Johnson,2,Marketing,Sales Manager,2020-03-15,50,2,Microsoft Copilot,Microsoft,150,100,105,117.8,83.13,6,150,5,34.67,0.05,1733.5,10.55666666666667
137,2025-02-12,2025,1,2,February,4,Diana Prince,4,HR,HR Manager,2018-11-05,55,4,Claude,Anthropic,130,71,113,151.88,80.6,6,130,42,71.28,0.5915492957746479,3920.4,29.15692307692308
138,2025-04-15,2025,2,4,April,2,Bob Smith,1,Sales,Marketing Specialist,2019-06-01,45,1,ChatGPT,OpenAI,100,75,119,104.45,79.01,10,100,44,25.44,0.5866666666666667,1144.8,10.448
139,2025-12-05,2025,4,12,December,3,Charlie Brown,4,HR,IT Support,2021-01-20,40,4,Claude,Anthropic,130,69,142,175.24,117.5,6,130,73,57.74000000000001,1.057971014492754,2309.6,16.76615384615385
140,2025-09-09,2025,3,9,September,1,Alice Johnson,5,Finance,Sales Manager,2020-03-15,50,4,Claude,Anthropic,130,97,128,109.59,78.32,2,130,31,31.27000000000001,0.3195876288659794,1563.5,11.02692307692308
141,2025-08-29,2025,3,8,August,2,Bob Smith,1,Sales,Marketing Specialist,2019-06-01,45,3,Gemini,Google,120,97,107,105.38,141.75,8,120,10,-36.37,0.1030927835051546,-1636.65,-14.63875
142,2025-03-14,2025,1,3,March,2,Bob Smith,5,Finance,Marketing Specialist,2019-06-01,45,1,ChatGPT,OpenAI,100,70,119,109.0,66.14,4,100,49,42.86,0.7,1928.7,18.287
143,2025-11-05,2025,4,11,November,4,Diana Prince,2,Marketing,HR Manager,2018-11-05,55,4,Claude,Anthropic,130,84,100,184.71,105.61,1,130,16,79.10000000000001,0.1904761904761905,4350.500000000001,32.46538461538462
144,2025-01-26,2025,1,1,January,2,Bob Smith,5,Finance,Marketing Specialist,2019-06-01,45,4,Claude,Anthropic,130,56,133,126.4,90.97,7,130,77,35.43000000000001,1.375,1594.35,11.26423076923077
145,2025-07-26,2025,3,7,July,5,Eve Adams,4,HR,Financial Analyst,2022-07-10,60,2,Microsoft Copilot,Microsoft,150,72,106,105.4,90.01,2,150,34,15.39,0.4722222222222222,923.4000000000001,5.156000000000001
146,2025-09-15,2025,3,9,September,1,Alice Johnson,1,Sales,Sales Manager,2020-03-15,50,1,ChatGPT,OpenAI,100,90,131,116.21,132.95,3,100,41,-16.73999999999999,0.4555555555555555,-836.9999999999998,-9.369999999999997
147,2025-12-02,2025,4,12,December,3,Charlie Brown,4,HR,IT Support,2021-01-20,40,2,Microsoft Copilot,Microsoft,150,57,132,147.55,66.66,9,150,75,80.89000000000001,1.315789473684211,3235.6,20.57066666666667
148,2025-03-20,2025,1,3,March,4,Diana Prince,1,Sales,HR Manager,2018-11-05,55,1,ChatGPT,OpenAI,100,89,123,168.02,64.53,3,100,34,103.49,0.3820224719101123,5691.950000000001,55.91950000000001
149,2025-05-07,2025,2,5,May,2,Bob Smith,1,Sales,Marketing Specialist,2019-06-01,45,1,ChatGPT,OpenAI,100,95,134,140.01,69.23,3,100,39,70.77999999999999,0.4105263157894737,3185.099999999999,30.851
150,2025-08-15,2025,3,8,August,1,Alice Johnson,3,IT,Sales Manager,2020-03-15,50,1,ChatGPT,OpenAI,100,91,101,119.7,71.8,10,100,10,47.90000000000001,0.1098901098901099,2395.0,22.95
151,2025-02-20,2025,1,2,February,1,Alice Johnson,2,Marketing,Sales Manager,2020-03-15,50,1,ChatGPT,OpenAI,100,77,107,198.21,137.28,10,100,30,60.93000000000001,0.3896103896103896,3046.5,29.465
152,2025-03-04,2025,1,3,March,2,Bob Smith,2,Marketing,Marketing Specialist,2019-06-01,45,3,Gemini,Google,120,51,117,195.27,58.46,9,120,66,136.81,1.294117647058824,6156.45,50.30375
153,2025-01-07,2025,1,1,January,4,Diana Prince,1,Sales,HR Manager,2018-11-05,55,2,Microsoft Copilot,Microsoft,150,71,128,137.04,120.05,10,150,57,16.98999999999999,0.8028169014084507,934.4499999999997,5.229666666666665
154,2025-01-29,2025,1,1,January,1,Alice Johnson,1,Sales,Sales Manager,2020-03-15,50,3,Gemini,Google,120,93,140,183.56,94.34,9,120,47,89.22,0.5053763440860215,4461.0,36.175
155,2025-08-23,2025,3,8,August,2,Bob Smith,1,Sales,Marketing Specialist,2019-06-01,45,2,Microsoft Copilot,Microsoft,150,51,140,143.29,99.6,8,150,89,43.69,1.745098039215686,1966.05,12.107
156,2025-04-07,2025,2,4,April,2,Bob Smith,2,Marketing,Marketing Specialist,2019-06-01,45,2,Microsoft Copilot,Microsoft,150,78,107,132.46,56.82,9,150,29,75.64000000000001,0.3717948717948718,3403.800000000001,21.692
157,2025-08-19,2025,3,8,August,4,Diana Prince,4,HR,HR Manager,2018-11-05,55,4,Claude,Anthropic,130,82,125,159.42,83.72,1,130,43,75.69999999999999,0.524390243902439,4163.499999999999,31.02692307692307
158,2025-03-23,2025,1,3,March,1,Alice Johnson,5,Finance,Sales Manager,2020-03-15,50,2,Microsoft Copilot,Microsoft,150,53,118,100.95,145.21,4,150,65,-44.26000000000001,1.226415094339623,-2213.0,-15.75333333333334
159,2025-04-12,2025,2,4,April,4,Diana Prince,5,Finance,HR Manager,2018-11-05,55,4,Claude,Anthropic,130,71,134,180.62,123.14,3,130,63,57.48,0.8873239436619719,3161.4,23.31846153846154
160,2025-04-23,2025,2,4,April,3,Charlie Brown,5,Finance,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,88,131,183.77,53.34,1,100,43,130.43,0.4886363636363636,5217.200000000001,51.172
161,2025-06-13,2025,2,6,June,1,Alice Johnson,2,Marketing,Sales Manager,2020-03-15,50,4,Claude,Anthropic,130,62,103,191.77,105.81,5,130,41,85.96000000000001,0.6612903225806451,4298.0,32.06153846153846
162,2025-12-14,2025,4,12,December,4,Diana Prince,3,IT,HR Manager,2018-11-05,55,4,Claude,Anthropic,130,69,111,165.36,89.67,2,130,42,75.69000000000001,0.6086956521739131,4162.950000000001,31.02269230769231
163,2025-05-10,2025,2,5,May,1,Alice Johnson,4,HR,Sales Manager,2020-03-15,50,1,ChatGPT,OpenAI,100,55,135,125.95,136.41,8,100,80,-10.45999999999999,1.454545454545455,-522.9999999999997,-6.229999999999997
164,2025-07-17,2025,3,7,July,4,Diana Prince,3,IT,HR Manager,2018-11-05,55,4,Claude,Anthropic,130,77,145,124.46,139.98,3,130,68,-15.52,0.8831168831168831,-853.5999999999998,-7.566153846153845
165,2025-10-16,2025,4,10,October,3,Charlie Brown,4,HR,IT Support,2021-01-20,40,4,Claude,Anthropic,130,100,125,143.64,105.68,4,130,25,37.95999999999998,0.25,1518.399999999999,10.67999999999999
166,2025-10-09,2025,4,10,October,3,Charlie Brown,1,Sales,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,65,139,171.85,137.96,9,100,74,33.88999999999999,1.138461538461538,1355.599999999999,12.55599999999999
167,2025-02-09,2025,1,2,February,5,Eve Adams,1,Sales,Financial Analyst,2022-07-10,60,3,Gemini,Google,120,67,116,126.71,92.77,4,120,49,33.94,0.7313432835820896,2036.4,15.97
168,2025-11-17,2025,4,11,November,1,Alice Johnson,3,IT,Sales Manager,2020-03-15,50,2,Microsoft Copilot,Microsoft,150,74,128,138.42,92.16,6,150,54,46.25999999999999,0.7297297297297297,2313.0,14.42
169,2025-10-26,2025,4,10,October,1,Alice Johnson,4,HR,Sales Manager,2020-03-15,50,2,Microsoft Copilot,Microsoft,150,71,125,182.49,125.87,7,150,54,56.62,0.7605633802816901,2831.0,17.87333333333333
170,2025-02-13,2025,1,2,February,3,Charlie Brown,5,Finance,IT Support,2021-01-20,40,4,Claude,Anthropic,130,77,118,154.05,68.63,9,130,41,85.42000000000002,0.5324675324675324,3416.800000000001,25.28307692307693
171,2025-09-29,2025,3,9,September,3,Charlie Brown,4,HR,IT Support,2021-01-20,40,4,Claude,Anthropic,130,66,112,175.78,72.17,8,130,46,103.61,0.696969696969697,4144.4,30.88
172,2025-10-17,2025,4,10,October,5,Eve Adams,3,IT,Financial Analyst,2022-07-10,60,2,Microsoft Copilot,Microsoft,150,55,105,111.86,139.74,5,150,50,-27.88000000000001,0.9090909090909091,-1672.800000000001,-12.152
173,2025-08-15,2025,3,8,August,5,Eve Adams,1,Sales,Financial Analyst,2022-07-10,60,4,Claude,Anthropic,130,69,117,184.14,74.46,6,130,48,109.68,0.6956521739130435,6580.799999999999,49.62153846153846
174,2025-09-20,2025,3,9,September,1,Alice Johnson,2,Marketing,Sales Manager,2020-03-15,50,1,ChatGPT,OpenAI,100,68,131,178.71,142.67,2,100,63,36.04000000000002,0.9264705882352942,1802.000000000001,17.02000000000001
175,2025-03-15,2025,1,3,March,2,Bob Smith,1,Sales,Marketing Specialist,2019-06-01,45,2,Microsoft Copilot,Microsoft,150,92,138,185.23,96.14,8,150,46,89.08999999999999,0.5,4009.05,25.727
176,2025-11-09,2025,4,11,November,2,Bob Smith,5,Finance,Marketing Specialist,2019-06-01,45,1,ChatGPT,OpenAI,100,84,140,171.65,72.52,10,100,56,99.13000000000001,0.6666666666666666,4460.85,43.60850000000001
177,2025-03-22,2025,1,3,March,3,Charlie Brown,5,Finance,IT Support,2021-01-20,40,2,Microsoft Copilot,Microsoft,150,70,146,166.45,77.07,3,150,76,89.38,1.085714285714286,3575.2,22.83466666666667
178,2025-04-11,2025,2,4,April,5,Eve Adams,1,Sales,Financial Analyst,2022-07-10,60,2,Microsoft Copilot,Microsoft,150,56,131,110.57,55.81,1,150,75,54.75999999999999,1.339285714285714,3285.599999999999,20.904
179,2025-03-11,2025,1,3,March,4,Diana Prince,4,HR,HR Manager,2018-11-05,55,1,ChatGPT,OpenAI,100,67,107,102.77,62.7,4,100,40,40.06999999999999,0.5970149253731343,2203.849999999999,21.0385
180,2025-04-11,2025,2,4,April,2,Bob Smith,3,IT,Marketing Specialist,2019-06-01,45,2,Microsoft Copilot,Microsoft,150,72,118,128.4,55.37,8,150,46,73.03,0.6388888888888888,3286.35,20.909
181,2025-06-30,2025,2,6,June,4,Diana Prince,1,Sales,HR Manager,2018-11-05,55,4,Claude,Anthropic,130,70,138,192.76,56.61,8,130,68,136.15,0.9714285714285714,7488.249999999999,56.60192307692307
182,2025-10-06,2025,4,10,October,3,Charlie Brown,5,Finance,IT Support,2021-01-20,40,4,Claude,Anthropic,130,59,111,181.5,72.83,6,130,52,108.67,0.8813559322033898,4346.8,32.43692307692308
183,2025-03-17,2025,1,3,March,1,Alice Johnson,5,Finance,Sales Manager,2020-03-15,50,4,Claude,Anthropic,130,93,104,103.67,120.73,10,130,11,-17.06,0.1182795698924731,-853.0000000000001,-7.561538461538462
184,2025-02-06,2025,1,2,February,3,Charlie Brown,2,Marketing,IT Support,2021-01-20,40,4,Claude,Anthropic,130,54,109,126.39,76.5,6,130,55,49.89,1.018518518518519,1995.6,14.35076923076923
185,2025-07-13,2025,3,7,July,1,Alice Johnson,5,Finance,Sales Manager,2020-03-15,50,3,Gemini,Google,120,96,101,162.86,73.15,5,120,5,89.71000000000001,0.05208333333333334,4485.5,36.37916666666667
186,2025-07-23,2025,3,7,July,3,Charlie Brown,1,Sales,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,100,113,175.68,106.1,6,100,13,69.58000000000001,0.13,2783.200000000001,26.83200000000001
187,2025-07-03,2025,3,7,July,2,Bob Smith,1,Sales,Marketing Specialist,2019-06-01,45,1,ChatGPT,OpenAI,100,80,137,193.23,117.53,6,100,57,75.69999999999999,0.7125,3406.5,33.065
188,2025-08-17,2025,3,8,August,4,Diana Prince,4,HR,HR Manager,2018-11-05,55,4,Claude,Anthropic,130,96,102,185.36,126.26,4,130,6,59.10000000000001,0.0625,3250.5,24.00384615384616
189,2025-05-09,2025,2,5,May,4,Diana Prince,3,IT,HR Manager,2018-11-05,55,3,Gemini,Google,120,68,146,122.44,51.66,8,120,78,70.78,1.147058823529412,3892.9,31.44083333333333
190,2025-02-24,2025,1,2,February,4,Diana Prince,1,Sales,HR Manager,2018-11-05,55,3,Gemini,Google,120,93,105,186.23,140.91,5,120,12,45.31999999999999,0.1290322580645161,2492.599999999999,19.77166666666666
191,2025-01-16,2025,1,1,January,5,Eve Adams,3,IT,Financial Analyst,2022-07-10,60,4,Claude,Anthropic,130,64,128,180.22,100.29,5,130,64,79.92999999999999,1.0,4795.799999999999,35.89076923076922
192,2025-09-10,2025,3,9,September,1,Alice Johnson,3,IT,Sales Manager,2020-03-15,50,1,ChatGPT,OpenAI,100,62,110,197.88,137.25,9,100,48,60.63,0.7741935483870968,3031.5,29.315
193,2025-10-15,2025,4,10,October,3,Charlie Brown,1,Sales,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,77,104,146.08,51.06,6,100,27,95.02000000000001,0.3506493506493507,3800.8,37.008
194,2025-06-06,2025,2,6,June,3,Charlie Brown,1,Sales,IT Support,2021-01-20,40,3,Gemini,Google,120,91,128,113.55,104.14,10,120,37,9.409999999999997,0.4065934065934066,376.3999999999999,2.136666666666665
195,2025-08-11,2025,3,8,August,2,Bob Smith,1,Sales,Marketing Specialist,2019-06-01,45,3,Gemini,Google,120,72,145,158.33,74.15,2,120,73,84.18,1.013888888888889,3788.1,30.5675
196,2025-08-19,2025,3,8,August,2,Bob Smith,4,HR,Marketing Specialist,2019-06-01,45,4,Claude,Anthropic,130,53,115,155.33,104.2,1,130,62,51.13000000000001,1.169811320754717,2300.85,16.69884615384616
197,2025-10-01,2025,4,10,October,1,Alice Johnson,5,Finance,Sales Manager,2020-03-15,50,2,Microsoft Copilot,Microsoft,150,55,134,170.38,68.88,5,150,79,101.5,1.436363636363636,5075.0,32.83333333333334
198,2025-09-19,2025,3,9,September,2,Bob Smith,4,HR,Marketing Specialist,2019-06-01,45,4,Claude,Anthropic,130,65,150,118.38,103.1,1,130,85,15.28,1.307692307692308,687.6,4.28923076923077
199,2025-12-25,2025,4,12,December,1,Alice Johnson,2,Marketing,Sales Manager,2020-03-15,50,2,Microsoft Copilot,Microsoft,150,61,100,120.45,62.33,4,150,39,58.12,0.639344262295082,2906.0,18.37333333333333
200,2025-10-25,2025,4,10,October,4,Diana Prince,2,Marketing,HR Manager,2018-11-05,55,2,Microsoft Copilot,Microsoft,150,51,139,129.56,75.56,6,150,88,54.0,1.725490196078431,2970.0,18.8
201,2025-05-21,2025,2,5,May,2,Bob Smith,5,Finance,Marketing Specialist,2019-06-01,45,4,Claude,Anthropic,130,71,129,194.88,54.82,9,130,58,140.06,0.8169014084507042,6302.7,47.48230769230769
202,2025-06-09,2025,2,6,June,1,Alice Johnson,3,IT,Sales Manager,2020-03-15,50,1,ChatGPT,OpenAI,100,81,120,108.39,58.52,10,100,39,49.87,0.4814814814814815,2493.5,23.935
203,2025-12-24,2025,4,12,December,2,Bob Smith,3,IT,Marketing Specialist,2019-06-01,45,2,Microsoft Copilot,Microsoft,150,56,122,163.34,109.22,6,150,66,54.12,1.178571428571429,2435.4,15.236
204,2025-02-13,2025,1,2,February,3,Charlie Brown,5,Finance,IT Support,2021-01-20,40,3,Gemini,Google,120,93,140,131.48,136.82,1,120,47,-5.340000000000003,0.5053763440860215,-213.6000000000001,-2.780000000000001
205,2025-04-27,2025,2,4,April,5,Eve Adams,4,HR,Financial Analyst,2022-07-10,60,1,ChatGPT,OpenAI,100,90,131,101.51,101.8,1,100,41,-0.289999999999992,0.4555555555555555,-17.39999999999952,-1.173999999999995
206,2025-04-16,2025,2,4,April,5,Eve Adams,2,Marketing,Financial Analyst,2022-07-10,60,4,Claude,Anthropic,130,69,147,104.23,128.92,2,130,78,-24.68999999999998,1.130434782608696,-1481.399999999999,-12.39538461538461
207,2025-06-03,2025,2,6,June,1,Alice Johnson,3,IT,Sales Manager,2020-03-15,50,4,Claude,Anthropic,130,92,138,144.3,118.3,1,130,46,26.00000000000001,0.5,1300.000000000001,9.000000000000005
208,2025-03-18,2025,1,3,March,1,Alice Johnson,2,Marketing,Sales Manager,2020-03-15,50,2,Microsoft Copilot,Microsoft,150,58,119,112.58,125.55,8,150,61,-12.97,1.051724137931034,-648.5,-5.323333333333333
209,2025-07-22,2025,3,7,July,5,Eve Adams,3,IT,Financial Analyst,2022-07-10,60,2,Microsoft Copilot,Microsoft,150,81,150,122.91,95.26,7,150,69,27.64999999999999,0.8518518518518519,1659.0,10.06
210,2025-07-13,2025,3,7,July,2,Bob Smith,4,HR,Marketing Specialist,2019-06-01,45,3,Gemini,Google,120,90,142,174.43,116.03,10,120,52,58.40000000000001,0.5777777777777777,2628.0,20.9
211,2025-09-14,2025,3,9,September,5,Eve Adams,4,HR,Financial Analyst,2022-07-10,60,2,Microsoft Copilot,Microsoft,150,65,102,141.69,107.07,7,150,37,34.62,0.5692307692307692,2077.2,12.848
212,2025-12-13,2025,4,12,December,3,Charlie Brown,3,IT,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,58,110,115.82,112.28,7,100,52,3.539999999999992,0.896551724137931,141.5999999999997,0.4159999999999968
213,2025-09-15,2025,3,9,September,3,Charlie Brown,3,IT,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,53,140,128.55,108.61,2,100,87,19.94000000000001,1.641509433962264,797.6000000000005,6.976000000000004
214,2025-08-25,2025,3,8,August,3,Charlie Brown,1,Sales,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,75,124,128.68,118.02,1,100,49,10.66000000000001,0.6533333333333333,426.4000000000004,3.264000000000004
215,2025-06-21,2025,2,6,June,3,Charlie Brown,4,HR,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,51,137,186.19,95.16,8,100,86,91.03,1.686274509803922,3641.2,35.412
216,2025-02-28,2025,1,2,February,3,Charlie Brown,4,HR,IT Support,2021-01-20,40,4,Claude,Anthropic,130,66,148,144.69,146.91,4,130,82,-2.219999999999999,1.242424242424242,-88.79999999999995,-1.683076923076923
217,2025-03-21,2025,1,3,March,1,Alice Johnson,3,IT,Sales Manager,2020-03-15,50,2,Microsoft Copilot,Microsoft,150,77,129,189.27,80.9,9,150,52,108.37,0.6753246753246753,5418.5,35.12333333333333
218,2025-09-28,2025,3,9,September,5,Eve Adams,3,IT,Financial Analyst,2022-07-10,60,3,Gemini,Google,120,87,115,160.86,109.31,4,120,28,51.55000000000001,0.3218390804597701,3093.000000000001,24.77500000000001
219,2025-03-28,2025,1,3,March,5,Eve Adams,3,IT,Financial Analyst,2022-07-10,60,2,Microsoft Copilot,Microsoft,150,95,131,162.93,95.65,4,150,36,67.28,0.3789473684210526,4036.8,25.912
220,2025-10-15,2025,4,10,October,5,Eve Adams,2,Marketing,Financial Analyst,2022-07-10,60,2,Microsoft Copilot,Microsoft,150,78,114,104.66,76.57,9,150,36,28.09,0.4615384615384616,1685.4,10.236
221,2025-05-27,2025,2,5,May,4,Diana Prince,5,Finance,HR Manager,2018-11-05,55,4,Claude,Anthropic,130,86,101,145.52,138.39,3,130,15,7.130000000000024,0.1744186046511628,392.1500000000013,2.016538461538472
222,2025-05-22,2025,2,5,May,5,Eve Adams,2,Marketing,Financial Analyst,2022-07-10,60,1,ChatGPT,OpenAI,100,72,130,144.54,59.71,9,100,58,84.82999999999998,0.8055555555555556,5089.799999999999,49.898
223,2025-02-26,2025,1,2,February,5,Eve Adams,5,Finance,Financial Analyst,2022-07-10,60,1,ChatGPT,OpenAI,100,91,111,155.46,104.07,1,100,20,51.39000000000001,0.2197802197802198,3083.400000000001,29.83400000000001
224,2025-07-29,2025,3,7,July,2,Bob Smith,1,Sales,Marketing Specialist,2019-06-01,45,1,ChatGPT,OpenAI,100,62,115,134.1,138.24,4,100,53,-4.140000000000015,0.8548387096774194,-186.3000000000007,-2.863000000000006
225,2025-01-12,2025,1,1,January,5,Eve Adams,3,IT,Financial Analyst,2022-07-10,60,1,ChatGPT,OpenAI,100,56,113,165.25,141.58,9,100,57,23.66999999999999,1.017857142857143,1420.199999999999,13.20199999999999
226,2025-11-02,2025,4,11,November,5,Eve Adams,4,HR,Financial Analyst,2022-07-10,60,1,ChatGPT,OpenAI,100,76,103,103.91,65.02,7,100,27,38.89,0.3552631578947368,2333.4,22.334
227,2025-10-10,2025,4,10,October,3,Charlie Brown,4,HR,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,79,114,129.46,114.3,7,100,35,15.16000000000001,0.4430379746835443,606.4000000000004,5.064000000000004
228,2025-09-18,2025,3,9,September,1,Alice Johnson,1,Sales,Sales Manager,2020-03-15,50,4,Claude,Anthropic,130,85,105,198.01,60.26,8,130,20,137.75,0.2352941176470588,6887.5,51.98076923076923
229,2025-02-26,2025,1,2,February,5,Eve Adams,3,IT,Financial Analyst,2022-07-10,60,3,Gemini,Google,120,75,111,146.66,55.56,4,120,36,91.1,0.48,5466.0,44.55
230,2025-06-07,2025,2,6,June,3,Charlie Brown,2,Marketing,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,92,106,166.07,93.58,8,100,14,72.49,0.1521739130434783,2899.6,27.996
231,2025-12-12,2025,4,12,December,1,Alice Johnson,2,Marketing,Sales Manager,2020-03-15,50,3,Gemini,Google,120,80,113,146.62,149.82,10,120,33,-3.199999999999989,0.4125,-159.9999999999994,-2.333333333333329
232,2025-03-09,2025,1,3,March,2,Bob Smith,4,HR,Marketing Specialist,2019-06-01,45,2,Microsoft Copilot,Microsoft,150,79,101,177.8,114.03,4,150,22,63.77000000000001,0.2784810126582278,2869.650000000001,18.131
233,2025-04-09,2025,2,4,April,4,Diana Prince,2,Marketing,HR Manager,2018-11-05,55,3,Gemini,Google,120,56,124,191.06,104.6,10,120,68,86.46000000000001,1.214285714285714,4755.3,38.6275
234,2025-12-18,2025,4,12,December,2,Bob Smith,2,Marketing,Marketing Specialist,2019-06-01,45,3,Gemini,Google,120,77,110,101.56,134.33,6,120,33,-32.77000000000001,0.4285714285714285,-1474.650000000001,-13.28875
235,2025-08-28,2025,3,8,August,4,Diana Prince,5,Finance,HR Manager,2018-11-05,55,2,Microsoft Copilot,Microsoft,150,99,150,151.0,112.33,8,150,51,38.67,0.5151515151515151,2126.85,13.179
236,2025-11-20,2025,4,11,November,2,Bob Smith,5,Finance,Marketing Specialist,2019-06-01,45,1,ChatGPT,OpenAI,100,92,124,131.3,130.89,3,100,32,0.410000000000025,0.3478260869565217,18.45000000000113,-0.8154999999999888
237,2025-11-28,2025,4,11,November,3,Charlie Brown,5,Finance,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,94,110,146.26,106.34,4,100,16,39.91999999999999,0.1702127659574468,1596.799999999999,14.96799999999999
238,2025-08-02,2025,3,8,August,5,Eve Adams,4,HR,Financial Analyst,2022-07-10,60,2,Microsoft Copilot,Microsoft,150,58,103,183.67,85.97,3,150,45,97.69999999999999,0.7758620689655172,5861.999999999999,38.07999999999999
239,2025-05-07,2025,2,5,May,4,Diana Prince,2,Marketing,HR Manager,2018-11-05,55,1,ChatGPT,OpenAI,100,60,145,198.72,53.2,6,100,85,145.52,1.416666666666667,8003.599999999999,79.03599999999999
240,2025-01-05,2025,1,1,January,2,Bob Smith,5,Finance,Marketing Specialist,2019-06-01,45,4,Claude,Anthropic,130,63,133,117.81,119.0,1,130,70,-1.189999999999998,1.111111111111111,-53.5499999999999,-1.411923076923076
241,2025-11-02,2025,4,11,November,4,Diana Prince,2,Marketing,HR Manager,2018-11-05,55,4,Claude,Anthropic,130,60,114,134.01,100.83,5,130,54,33.17999999999999,0.9,1824.9,13.03769230769231
242,2025-12-24,2025,4,12,December,1,Alice Johnson,1,Sales,Sales Manager,2020-03-15,50,2,Microsoft Copilot,Microsoft,150,56,117,188.36,132.63,1,150,61,55.73000000000002,1.089285714285714,2786.500000000001,17.57666666666667
243,2025-01-14,2025,1,1,January,5,Eve Adams,4,HR,Financial Analyst,2022-07-10,60,4,Claude,Anthropic,130,59,143,122.68,62.66,3,130,84,60.02000000000001,1.423728813559322,3601.200000000001,26.70153846153847
244,2025-12-14,2025,4,12,December,2,Bob Smith,1,Sales,Marketing Specialist,2019-06-01,45,1,ChatGPT,OpenAI,100,82,149,164.81,140.49,4,100,67,24.31999999999999,0.8170731707317073,1094.4,9.943999999999996
245,2025-02-11,2025,1,2,February,4,Diana Prince,2,Marketing,HR Manager,2018-11-05,55,1,ChatGPT,OpenAI,100,99,116,182.08,132.15,5,100,17,49.93000000000001,0.1717171717171717,2746.150000000001,26.4615
246,2025-09-30,2025,3,9,September,3,Charlie Brown,2,Marketing,IT Support,2021-01-20,40,3,Gemini,Google,120,52,105,187.37,94.23,2,120,53,93.14,1.019230769230769,3725.6,30.04666666666667
